#  R    En    Tr      X1     Y1     X2     Y2     X3     Y3     X4     Y4     X5     Y5     X6     Y6     X7     Y7     X8     Y8     X9     Y9     X10     Y10     X11     Y11     X12     Y12     X13     Y13     X14     Y14     X15     Y15     X16     Y16 
148.0  80.0  0.603  -0.21  -0.26  -1.20  -0.70   0.01   0.02   0.34  -0.24   0.91  -0.11  -0.47   0.47   0.27  -0.64   0.14  -0.14  -0.43   0.13  -0.20   0.29  -0.41  -0.52   0.17   0.01   0.94  -0.24  -0.19   0.33   0.36   0.15   0.41   0.60
148.0  88.0  0.642  -0.47  -0.45  -0.87  -0.98  -0.01  -0.35   0.15   0.16   1.05   0.32  -0.02   0.72  -0.28  -0.63   0.06   0.25  -0.42   0.16  -0.28   0.83  -0.31  -0.36   0.05  -0.17   0.59  -0.16  -0.17  -0.09   0.65   0.32   0.06   0.83
148.0  96.0  0.849  -0.27  -0.71   0.23  -1.33   0.28  -0.36   0.20  -0.24  -0.02  -0.00   0.23   0.78  -0.72   0.24   0.00   0.13  -0.71  -0.03   0.10   1.65  -0.07  -0.38  -0.06  -0.19   0.63   0.10   0.39  -0.35   0.82  -0.17  -0.36   0.47
148.0 104.0  1.143   0.36   0.12   0.21  -0.32   0.71   0.15   0.03  -0.56   0.00  -0.55   0.21   0.99   0.03   0.67   0.27  -0.13  -1.24  -0.13   0.63   1.66  -0.22  -0.06  -0.22   0.11   1.02   0.48   0.77  -0.08   0.30  -0.62  -0.69   0.38
148.0 112.0  1.022   0.05   0.90  -0.59  -0.25  -0.17  -0.24   0.55  -0.44   0.74  -0.62   1.08   0.86  -0.25   0.62   0.39  -0.35  -1.11  -0.44   0.31   1.78  -0.45   0.21  -0.47   0.64   1.15   0.22   0.73  -0.23   0.57  -0.72  -0.01   0.90
148.0 120.0  0.963   0.66   1.93  -0.99  -0.58  -1.46  -0.07   0.72  -0.98   0.71  -1.07   2.27  -0.09  -0.54   1.26   0.31  -0.54  -0.50  -0.64   0.01   1.56  -0.45  -0.07  -0.33   0.96   0.77   0.12   0.77  -0.29   0.36  -0.61   0.45   1.13
148.0 128.0  1.016   1.11   1.16  -0.68  -0.53  -1.11   0.11   0.23  -1.07   0.12  -0.28   2.27  -0.69   0.25   1.82   0.46  -0.28   0.20  -0.50  -0.47   1.06  -0.68  -0.35   0.02   0.59   0.39   0.35   0.98  -0.08  -0.36  -0.09   0.38   0.97
148.0 136.0  0.806   0.74   0.09  -0.18  -0.29  -0.55  -0.26   0.39  -0.73  -0.09   0.01   1.31  -0.28   0.42   1.47   0.37  -0.09   0.32  -0.02  -0.84   0.68  -0.86  -0.21   0.02   0.36   0.19   0.30   0.91  -0.25  -0.57   0.14   0.37   0.78
148.0 144.0  0.920   0.95   0.25   0.16  -0.31  -0.29  -0.54   0.61  -0.49  -0.55  -0.44   0.67   0.10   0.41   1.26   0.20   0.21   0.29   0.36  -1.17   0.56  -1.12   0.06  -0.06   0.08  -0.07   0.34   0.60  -0.46  -0.73   0.29   0.28   0.57
148.0 152.0  1.067   0.99   0.98   0.44  -0.50   0.11  -0.53   0.67  -0.25  -1.53  -0.81   0.08   0.12   0.27   1.27  -0.17   0.58   0.12   0.05  -1.15   0.30  -1.34   0.32  -0.10  -0.02  -0.40   0.24  -0.61   0.09  -0.40   0.26   0.18   0.32
148.0 160.0  0.898   0.06   0.47   1.04  -0.68   1.14  -0.16   0.61   0.00  -1.46  -0.41   0.03  -0.08  -0.79   1.36  -0.32   0.91  -0.03  -0.47  -0.92  -0.37  -1.76  -0.26  -0.04   0.13  -0.66   0.05  -1.73   1.59  -0.04  -0.02   0.20   0.00
148.0 168.0  0.741  -0.09  -0.32   1.27  -1.30   3.57   1.18  -0.17  -0.83  -1.23   0.37  -0.00  -0.15  -2.68   0.08  -0.23  -0.13   0.37  -0.61  -0.90  -0.25  -1.41  -0.82   0.09   0.25  -0.21  -0.08  -0.65   1.66   0.10   0.04   0.77  -0.43
148.0 176.0  0.260  -0.08  -0.40   0.21  -0.55   1.51   0.68  -0.35  -0.72  -0.70   0.47  -0.02  -0.24  -1.07  -0.13  -0.23  -0.27   0.33  -0.38  -0.32   0.10  -0.31  -0.18   0.06   0.05   0.21  -0.07   0.08   0.45   0.26   0.05   0.48  -0.10
148.0 184.0  0.141  -0.15  -0.46   0.01  -0.29   0.80   0.40  -0.32  -0.50  -0.45   0.42  -0.01  -0.23  -0.58  -0.06  -0.23  -0.06   0.26  -0.23  -0.19   0.08  -0.15  -0.04   0.04  -0.10   0.23  -0.03   0.10   0.25   0.24   0.04   0.31  -0.04
148.0 192.0  0.095  -0.19  -0.51  -0.05  -0.18   0.52   0.27  -0.31  -0.35  -0.29   0.38  -0.00  -0.21  -0.39  -0.04  -0.23   0.11   0.23  -0.11  -0.14   0.05  -0.12   0.01   0.03  -0.23   0.21   0.02   0.09   0.19   0.21   0.04   0.20  -0.06
148.0 200.0  0.074  -0.22  -0.54  -0.07  -0.12   0.38   0.19  -0.32  -0.24  -0.17   0.34  -0.01  -0.19  -0.29  -0.05  -0.22   0.24   0.20  -0.01  -0.12   0.02  -0.10   0.04   0.01  -0.35   0.19   0.06   0.08   0.15   0.18   0.04   0.13  -0.10
164.0   0.0  0.000   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
164.0   8.0  0.252   0.05  -0.08  -0.08   0.02   0.00  -0.03  -0.27   0.77  -0.01  -0.35  -0.37   0.27   0.08  -0.43   0.13   0.58  -0.94   0.21   0.02   0.41  -0.08   0.06  -0.15  -0.87  -0.59   0.71  -0.08   0.41  -0.85   0.39  -0.82  -0.13
164.0  16.0  0.754  -0.07   0.16  -0.50  -0.04   0.21   0.14   0.28   0.08   0.27  -0.32  -1.22   0.32   0.06  -0.06   0.56   0.38  -0.82  -1.14  -0.13   0.51   0.14  -0.01  -0.47   0.39  -0.80  -0.05  -0.09   0.55   0.34   0.53  -0.56   0.59
164.0  24.0  0.523  -0.19  -0.35  -0.64  -1.23  -0.05  -0.11  -0.83  -0.71   0.12   0.34  -1.57  -1.69   0.25  -0.35  -1.94  -0.68  -0.71  -1.23  -0.07  -0.05   0.56  -0.34  -0.22   0.30  -0.83  -0.48  -0.36  -0.01   0.66  -0.31   0.98   0.35
164.0  32.0  0.414  -0.06  -0.35  -0.44  -1.04  -0.18   0.20  -0.41   0.26  -0.28   0.27  -0.94  -1.60  -0.04  -0.40  -0.71  -0.30  -1.43  -1.89   0.38   0.34   0.74   0.14  -0.32  -0.08  -1.06  -1.78  -0.73  -0.02  -0.02   0.12   0.27  -0.22
164.0  40.0  0.351  -0.43  -0.09  -0.65  -0.61  -0.26   0.32   0.16   0.63  -0.48   0.07  -0.96  -1.04  -0.03  -0.51   0.01  -0.13  -1.13  -2.36   1.13   0.58   1.21   0.09  -0.41  -0.42  -0.70  -3.55  -0.96  -0.82  -0.03   0.41   0.23  -0.58
164.0  48.0  0.137  -0.25  -0.07  -1.05  -0.26  -0.92   0.05   0.34   0.59   0.74  -0.62  -0.77  -0.00   0.31  -0.62   1.08  -0.93  -0.44  -0.36   1.30  -0.15   0.63  -1.34  -0.32  -0.01   0.02  -2.16  -0.26  -1.43   0.54   0.15   0.54  -0.93
164.0  56.0  0.536   0.62  -0.25  -1.76  -1.13  -0.79   0.15   0.26  -0.61   1.68   0.28  -0.49   0.37   0.83  -0.81   2.20  -2.72  -1.10  -0.94   0.66   0.14  -0.23  -1.77  -0.03   2.13  -0.28  -0.72   0.32  -0.27   1.00  -0.33   0.20  -0.32
164.0  64.0  0.672   0.12  -0.35  -1.38  -1.37  -0.13   0.28   1.00  -1.77  -0.48  -0.52  -0.93   0.07   0.97  -0.30   0.87  -1.72  -0.57  -0.91   0.46   0.02  -0.04  -0.89   0.74  -0.17   1.65  -0.82   0.35   0.55   0.53  -0.39   0.82  -0.93
164.0  72.0  0.595  -0.11  -0.19  -1.13  -0.48   0.02   0.22   0.55  -0.63   0.27  -0.59  -0.60   0.31   0.44  -0.43   0.12  -0.48  -0.51   0.07  -0.01  -0.11  -0.29  -0.56   0.25  -0.03   1.14  -0.27  -0.21   0.51   0.32  -0.02   0.53   0.13
164.0  80.0  0.571  -0.36  -0.19  -1.14  -0.44  -0.01   0.02   0.25  -0.04   0.91  -0.19  -0.19   0.58   0.08  -0.75   0.03  -0.05  -0.56   0.30  -0.13   0.20  -0.32  -0.34   0.08   0.00   0.77  -0.12  -0.42   0.19   0.46   0.20   0.21   0.55
164.0  88.0  0.666  -0.68  -0.53  -0.84  -1.06  -0.22  -0.41   0.28   0.30   1.06   0.06   0.43   0.86  -0.67  -0.73   0.07   0.24  -0.69   0.27   0.04   0.98  -0.14  -0.33   0.01  -0.17   0.75  -0.10  -0.22  -0.35   0.97   0.16  -0.08   0.73
164.0  96.0  0.975   0.27  -0.66   0.53  -1.00   0.27  -0.22   0.28  -0.49  -0.69  -0.81   0.19   0.63  -0.58   0.76   0.07  -0.01  -1.13   0.00   0.86   1.42   0.11  -0.44  -0.14  -0.04   0.85   0.23   0.81  -0.28   0.44  -0.67  -0.70   0.20
164.0 104.0  1.159   0.50   0.49  -0.37  -0.03   0.25   0.06   0.15  -0.45   0.24  -0.84   0.63   0.90   0.01   0.63   0.33  -0.19  -1.47  -0.05   0.94   1.12  -0.27   0.13  -0.39   0.33   1.27   0.48   0.87   0.04   0.25  -0.73  -0.51   0.57
164.0 112.0  1.022   0.42   1.41  -1.10  -0.43  -1.21  -0.06   0.59  -0.62   0.61  -1.09   1.88  -0.03  -0.35   0.81   0.34  -0.39  -1.04  -0.41   0.37   1.04  -0.48   0.35  -0.52   0.96   1.26   0.02   0.82  -0.11   0.43  -0.57   0.37   1.09
164.0 120.0  1.123   1.18   1.61  -0.98  -0.62  -1.24   0.28   0.18  -0.87   0.16  -0.76   2.25  -0.87   0.19   1.40   0.43  -0.13  -0.18  -0.56  -0.11   0.85  -0.49   0.04  -0.08   0.72   0.67   0.06   0.87  -0.07  -0.15  -0.08   0.41   1.08
164.0 128.0  0.921   0.93   0.58  -0.42  -0.32  -0.53   0.01   0.29  -0.60  -0.07  -0.12   1.66  -0.47   0.45   1.42   0.37  -0.04   0.23  -0.29  -0.57   0.68  -0.59  -0.07   0.07   0.56   0.34   0.21   0.83  -0.19  -0.43   0.19   0.42   0.92
164.0 136.0  0.872   0.84   0.10  -0.01  -0.19  -0.27  -0.29   0.59  -0.40  -0.33  -0.19   1.07   0.03   0.35   1.25   0.18   0.04   0.31   0.12  -0.98   0.67  -0.83   0.03   0.01   0.42   0.08   0.31   0.70  -0.46  -0.63   0.37   0.35   0.74
164.0 144.0  1.121   1.14   0.58   0.30  -0.39  -0.08  -0.37   0.80  -0.25  -1.36  -0.67   0.38   0.30   0.24   1.22  -0.17   0.29   0.26   0.24  -1.32   0.75  -1.19   0.30  -0.09   0.24  -0.30   0.38  -0.06  -0.44  -0.64   0.56   0.19   0.51
164.0 152.0  0.995   0.51   0.78   0.64  -0.59   0.45  -0.21   0.71  -0.04  -1.87  -0.54  -0.03  -0.00  -0.33   1.37  -0.43   0.67  -0.01  -0.36  -0.93   0.02  -1.35   0.02  -0.07   0.32  -0.55   0.19  -1.44   0.91  -0.06   0.25   0.13   0.26
164.0 160.0  1.085   0.06  -0.04   1.57  -1.13   3.26   0.75   0.28  -0.55  -1.57   0.19   0.01  -0.06  -2.66   0.86  -0.45   0.24   0.19  -0.79  -1.02  -0.64  -1.60  -0.94   0.06   0.43  -0.32   0.05  -1.16   2.20   0.13   0.11   0.56  -0.35
164.0 168.0  0.422   0.04  -0.34   0.35  -0.61   1.81   0.74  -0.24  -0.83  -0.98   0.49  -0.04  -0.22  -1.36   0.00  -0.33  -0.46   0.41  -0.50  -0.44   0.09  -0.41  -0.27   0.05   0.27   0.29  -0.08   0.13   0.64   0.30   0.09   0.61  -0.10
164.0 176.0  0.204  -0.08  -0.39   0.03  -0.32   0.90   0.44  -0.26  -0.59  -0.66   0.43  -0.01  -0.24  -0.68   0.01  -0.28  -0.24   0.33  -0.30  -0.24   0.13  -0.18  -0.06   0.03   0.08   0.30  -0.04   0.17   0.29   0.28   0.06   0.41   0.00
164.0 184.0  0.128  -0.15  -0.45  -0.05  -0.19   0.56   0.29  -0.26  -0.42  -0.46   0.38  -0.00  -0.22  -0.44   0.02  -0.26  -0.04   0.28  -0.16  -0.18   0.09  -0.13   0.00   0.03  -0.07   0.27   0.01   0.14   0.20   0.24   0.05   0.28  -0.01
164.0 192.0  0.093  -0.20  -0.49  -0.07  -0.13   0.40   0.20  -0.28  -0.29  -0.32   0.35   0.00  -0.21  -0.33   0.01  -0.25   0.13   0.25  -0.05  -0.15   0.06  -0.12   0.03   0.02  -0.22   0.24   0.06   0.12   0.15   0.21   0.05   0.19  -0.05
164.0 200.0  0.075  -0.23  -0.52  -0.08  -0.09   0.30   0.14  -0.31  -0.19  -0.20   0.32  -0.00  -0.19  -0.27  -0.01  -0.25   0.26   0.23   0.04  -0.13   0.02  -0.11   0.05   0.01  -0.35   0.21   0.11   0.11   0.13   0.18   0.06   0.11  -0.10
180.0   0.0  0.000   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
180.0   8.0  0.400   0.03   0.01  -0.23   0.00   0.11   0.04   0.15   0.42   0.13  -0.29  -0.62   0.43  -0.03  -0.16   0.58   0.21  -0.81  -0.47  -0.02   0.39   0.01   0.06  -0.22  -0.09  -0.64   0.17  -0.10   0.39  -0.33   0.33  -0.66  -0.04
180.0  16.0  0.761  -0.27  -0.08  -0.75  -0.94   0.16  -0.17  -0.07  -1.11   0.27   0.13  -1.95  -0.59   0.21  -0.16  -1.12  -0.97  -1.16  -1.60  -0.10   0.39   0.50  -0.35  -0.34   0.94  -1.18  -0.30  -0.14   0.24   0.87  -0.25   0.52   0.70
180.0  24.0  0.457  -0.05  -0.48  -0.22  -1.12  -0.25   0.02  -0.68  -0.16  -0.05   0.18  -0.80  -1.63   0.04  -0.38  -1.41  -0.57  -1.47  -1.19   0.09   0.15   0.64  -0.04  -0.20   0.12  -1.23  -0.61  -0.59   0.05   0.20   0.03   0.57   0.14
180.0  32.0  0.486  -0.16  -0.32  -0.26  -0.73  -0.15   0.32  -0.35   0.56  -0.49   0.20  -0.58  -1.39  -0.11  -0.35  -0.56  -0.15  -1.65  -2.05   0.63   0.43   1.09   0.11  -0.27  -0.10  -1.24  -2.34  -0.97  -0.28  -0.02   0.47   0.26  -0.12
180.0  40.0  0.272  -0.61  -0.13  -0.66  -0.10  -0.73   0.08  -0.35   0.75  -0.48  -0.34  -0.86  -0.63   0.01  -0.45   0.38  -0.56  -0.56  -1.18   1.06  -0.65   1.04  -1.57  -0.23  -0.09   0.25  -3.39  -0.74  -1.46   0.55   0.46   0.56  -0.52
180.0  48.0  0.612   0.24  -0.33  -1.33  -0.11  -1.03   0.14  -0.44   0.44   1.32  -0.35  -0.36   0.07   0.14  -0.60   1.66  -1.60  -0.89   0.31  -0.21  -1.05  -0.48  -2.51  -0.45   2.59   0.12  -0.38  -0.14  -0.08   0.90  -0.04  -0.09   0.50
180.0  56.0  0.793   0.57  -0.43  -2.15  -0.99  -0.64   0.37   0.36  -0.89   0.88  -0.05  -0.27   0.23   0.67  -0.91   2.17  -2.61  -1.51  -1.38   0.23  -0.16  -0.02  -1.91   0.42   2.34   0.07  -1.13   0.23   0.50   0.86  -0.27   0.03   0.21
180.0  64.0  0.630   0.04  -0.19  -1.12  -0.54  -0.01   0.19   0.80  -1.06  -0.42  -0.91  -0.76   0.13   0.62  -0.22   0.28  -0.80  -0.61  -0.24   0.14  -0.35  -0.11  -0.60   0.53  -0.34   1.25  -0.46  -0.10   0.65   0.34  -0.14   0.69  -0.28
180.0  72.0  0.572  -0.22  -0.04  -0.93  -0.14   0.09   0.16   0.36  -0.37   0.33  -0.55  -0.41   0.37   0.29  -0.46  -0.08  -0.25  -0.59   0.28  -0.07  -0.18  -0.25  -0.25   0.11  -0.03   0.77  -0.02  -0.51   0.37   0.33   0.06   0.33   0.26
180.0  80.0  0.567  -0.58  -0.04  -1.13  -0.30  -0.07  -0.02   0.20   0.17   1.04  -0.29   0.09   0.70  -0.08  -0.92  -0.03   0.03  -0.78   0.49  -0.03   0.19  -0.25  -0.10   0.02  -0.04   0.72   0.09  -0.67   0.00   0.69   0.19   0.09   0.54
180.0  88.0  0.776  -0.62  -0.68  -0.37  -1.22  -0.53  -0.54   0.66   0.28   0.45  -0.64   0.89   0.84  -1.12  -0.34   0.11   0.21  -1.13   0.30   0.82   1.14   0.23  -0.36  -0.07  -0.08   1.06  -0.05   0.11  -0.69   1.17  -0.39  -0.31   0.53
180.0  96.0  1.055   1.07  -0.22   0.15  -0.40   0.02  -0.03   0.15  -0.55  -1.11  -1.26  -0.11   0.47   0.02   1.06   0.15  -0.10  -1.30   0.08   1.08   0.83  -0.05  -0.38  -0.19   0.07   0.83   0.47   1.21  -0.00  -0.28  -0.86  -1.04   0.09
180.0 104.0  1.107   0.55   0.95  -1.19  -0.14  -0.88   0.10   0.32  -0.45   0.34  -1.08   1.53   0.22  -0.13   0.53   0.33  -0.27  -1.46  -0.17   0.79   0.53  -0.43   0.43  -0.58   0.79   1.49   0.24   0.90   0.12   0.33  -0.61  -0.01   0.86
180.0 112.0  1.174   1.05   1.40  -1.22  -0.61  -1.29   0.34   0.09  -0.65   0.10  -0.93   1.98  -0.93   0.18   0.87   0.38   0.01  -0.55  -0.49   0.13   0.35  -0.48   0.43  -0.25   0.79   0.95  -0.16   0.75   0.10   0.03  -0.08   0.44   1.12
180.0 120.0  1.036   1.13   0.91  -0.72  -0.38  -0.52   0.21   0.14  -0.40  -0.12  -0.33   1.72  -0.67   0.50   1.13   0.33   0.14   0.06  -0.43  -0.29   0.42  -0.39   0.20   0.02   0.66   0.47   0.03   0.63  -0.04  -0.24   0.18   0.45   0.99
180.0 128.0  0.845   0.83   0.23  -0.25  -0.14  -0.20  -0.08   0.50  -0.24  -0.25  -0.11   1.29  -0.10   0.34   1.14   0.10   0.03   0.25  -0.15  -0.68   0.54  -0.49   0.11   0.03   0.69   0.21   0.16   0.54  -0.31  -0.40   0.32   0.41   0.82
180.0 136.0  1.000   0.97   0.12   0.09  -0.19  -0.17  -0.21   0.80  -0.19  -0.86  -0.34   0.80   0.35   0.15   1.16  -0.19   0.04   0.30   0.17  -1.14   0.89  -0.82   0.18  -0.04   0.59  -0.11   0.33   0.27  -0.60  -0.67   0.61   0.19   0.63
180.0 144.0  1.194   0.97   0.71   0.39  -0.60   0.02  -0.12   0.87  -0.10  -2.16  -0.59   0.06   0.24  -0.21   1.34  -0.53   0.34   0.09  -0.08  -1.17   0.74  -1.19   0.15  -0.10   0.52  -0.49   0.38  -0.93   0.11  -0.41   0.67   0.06   0.46
180.0 152.0  1.255   0.33   0.32   1.35  -0.86   2.22   0.29   0.58  -0.26  -1.88   0.07  -0.02   0.00  -1.99   1.26  -0.65   0.47  -0.02  -0.82  -0.96  -0.63  -1.30  -0.65   0.01   0.59  -0.25   0.23  -1.18   1.89   0.07   0.32   0.28  -0.08
180.0 160.0  0.664   0.19  -0.25   0.52  -0.62   2.00   0.72  -0.08  -0.87  -1.24   0.53  -0.05  -0.18  -1.56   0.20  -0.46  -0.60   0.42  -0.68  -0.57   0.04  -0.46  -0.33   0.02   0.48   0.41  -0.05   0.21   0.84   0.31   0.18   0.64  -0.11
180.0 168.0  0.300   0.01  -0.32   0.05  -0.34   0.96   0.45  -0.17  -0.65  -0.87   0.44  -0.02  -0.24  -0.75   0.09  -0.33  -0.45   0.39  -0.39  -0.30   0.19  -0.20  -0.07   0.02   0.29   0.40  -0.05   0.26   0.34   0.31   0.09   0.51   0.03
180.0 176.0  0.176  -0.10  -0.38  -0.06  -0.21   0.58   0.30  -0.20  -0.47  -0.64   0.38  -0.00  -0.24  -0.47   0.08  -0.29  -0.22   0.34  -0.22  -0.21   0.14  -0.14  -0.00   0.02   0.12   0.34   0.00   0.20   0.21   0.27   0.07   0.38   0.04
180.0 184.0  0.121  -0.17  -0.42  -0.09  -0.14   0.40   0.20  -0.23  -0.34  -0.48   0.34   0.00  -0.22  -0.35   0.07  -0.27  -0.02   0.30  -0.10  -0.17   0.10  -0.13   0.03   0.02  -0.04   0.29   0.06   0.17   0.16   0.24   0.06   0.27  -0.00
180.0 192.0  0.092  -0.21  -0.46  -0.10  -0.09   0.30   0.14  -0.27  -0.23  -0.35   0.31   0.00  -0.20  -0.28   0.05  -0.27   0.14   0.27   0.01  -0.15   0.05  -0.12   0.05   0.01  -0.20   0.26   0.11   0.14   0.13   0.21   0.07   0.17  -0.06
180.0 200.0  0.077  -0.25  -0.50  -0.10  -0.06   0.23   0.09  -0.31  -0.13  -0.23   0.29   0.00  -0.19  -0.24   0.02  -0.26   0.29   0.25   0.10  -0.14   0.02  -0.11   0.07   0.00  -0.35   0.22   0.16   0.13   0.10   0.18   0.08   0.09  -0.11
196.0   0.0  0.082   0.04  -0.04  -0.05   0.01   0.05  -0.01  -0.01   0.30   0.05  -0.11  -0.16   0.28  -0.02  -0.09   0.13  -0.02  -0.41  -0.06   0.02   0.15  -0.02   0.01   0.01  -0.12  -0.30   0.12  -0.07   0.14  -0.40   0.10  -0.27  -0.14
196.0   8.0  0.504  -0.10   0.02  -0.46  -0.36   0.18  -0.07   0.33  -0.29   0.19  -0.12  -1.17   0.39   0.00  -0.03   0.25  -0.54  -1.19  -1.00   0.07   0.47   0.18  -0.11  -0.26   0.55  -0.95  -0.21  -0.00   0.34   0.15  -0.02  -0.24   0.10
196.0  16.0  0.575  -0.19  -0.49  -0.17  -1.34  -0.31  -0.16  -0.64  -0.89   0.08   0.10  -1.13  -1.56   0.14  -0.38  -1.96  -1.13  -1.82  -1.03  -0.03   0.26   0.63  -0.20  -0.21   0.50  -1.50  -0.09  -0.43   0.05   0.57  -0.17   0.80   0.53
196.0  24.0  0.539  -0.03  -0.49   0.05  -0.75  -0.22   0.20  -0.69   0.29  -0.23   0.05  -0.25  -1.45  -0.08  -0.28  -1.01  -0.26  -1.71  -1.19   0.21   0.24   0.86   0.03  -0.13   0.10  -1.40  -0.86  -0.83  -0.02   0.08   0.41   0.31   0.15
196.0  32.0  0.563  -0.52  -0.39  -0.05  -0.26  -0.27   0.20  -1.05   0.58  -1.14   0.28  -0.45  -1.34  -0.25  -0.08  -0.47  -0.37  -1.15  -1.99   0.52  -0.89   1.45  -1.39  -0.04   0.19  -0.41  -3.01  -1.21  -0.81   0.62   0.76   0.40   0.14
196.0  40.0  0.722  -0.18  -0.41  -0.85   0.15  -1.02   0.03  -0.83   0.46   0.27  -0.17  -0.41  -0.32  -0.22  -0.26   1.23  -1.11  -0.35   0.57  -1.05  -2.17  -0.63  -3.08  -0.41   2.69   1.05  -0.22  -0.54   0.18   0.94   0.01  -0.19   0.87
196.0  48.0  0.855   0.24  -0.33  -1.51   0.07  -0.52   0.43  -0.20   0.20   1.17  -0.08   0.05   0.15  -0.03  -0.68   1.36  -1.49  -1.14  -0.10  -0.66  -0.65  -0.32  -1.90  -0.34   3.03  -0.21  -0.21  -0.57   0.40   0.59  -0.00  -0.40   1.16
196.0  56.0  0.883   0.47  -0.43  -1.85  -0.72  -0.33   0.22   0.79  -1.41  -0.51  -1.08  -0.52   0.11   0.80  -0.49   1.17  -1.82  -1.20  -0.77   0.19  -0.37   0.23  -1.13   1.09   0.01   0.89  -0.89   0.14   0.67   0.55  -0.26   0.57  -0.28
196.0  64.0  0.642  -0.09  -0.01  -0.68  -0.12   0.12   0.10   0.46  -0.74  -0.34  -0.75  -0.64   0.11   0.45  -0.12  -0.15  -0.36  -0.56   0.19  -0.09  -0.35  -0.16  -0.14   0.22  -0.32   0.74   0.10  -0.49   0.47   0.25  -0.06   0.47  -0.01
196.0  72.0  0.583  -0.37   0.17  -0.76   0.07   0.15   0.11   0.19  -0.25   0.41  -0.51  -0.33   0.40   0.27  -0.50  -0.22  -0.15  -0.74   0.49  -0.12  -0.21  -0.22   0.04  -0.01  -0.01   0.50   0.36  -0.78   0.23   0.40   0.08   0.21   0.31
196.0  80.0  0.589  -0.97   0.37  -1.13  -0.36  -0.34  -0.27   0.35   0.63   1.31  -0.67   0.50   0.91  -0.26  -1.20   0.03   0.17  -1.25   0.68   0.24   0.20  -0.06   0.20  -0.05  -0.02   0.97   0.37  -0.97  -0.31   1.22   0.03   0.05   0.59
196.0  88.0  0.953   0.66  -0.57   0.23  -0.65  -0.57  -0.31   0.77  -0.29  -1.09  -1.41   0.34   0.30  -0.58   0.84   0.07   0.06  -1.20   0.26   1.31   0.60   0.30  -0.49  -0.15   0.08   0.78   0.18   0.91  -0.47  -0.01  -0.96  -0.85   0.04
196.0  96.0  1.007   1.66   0.74  -1.40  -0.22  -1.20   0.05   0.16  -0.30  -0.87  -1.48   0.51   0.56   0.18   0.89   0.19  -0.21  -1.33  -0.12   0.73   0.70  -0.44  -0.26  -0.19   0.27   1.11   0.66   1.84   0.02  -0.45  -0.79  -1.13   0.32
196.0 104.0  1.197   0.89   1.05  -1.47  -0.46  -1.35   0.43  -0.01  -0.52   0.02  -0.90   1.82  -0.81   0.20   0.37   0.34   0.08  -0.85  -0.50   0.22  -0.05  -0.52   0.62  -0.41   0.85   1.17  -0.21   0.69   0.24   0.18  -0.11   0.38   1.09
196.0 112.0  1.132   1.22   0.95  -1.00  -0.44  -0.52   0.36  -0.05  -0.22  -0.19  -0.44   1.62  -0.81   0.54   0.73   0.28   0.34  -0.09  -0.51  -0.15   0.10  -0.32   0.45  -0.09   0.69   0.55  -0.13   0.40   0.14  -0.04   0.12   0.48   1.04
196.0 120.0  0.852   0.90   0.39  -0.49  -0.17  -0.10   0.06   0.37  -0.05  -0.28  -0.13   1.30  -0.23   0.36   0.92   0.00   0.12   0.18  -0.35  -0.44   0.32  -0.26   0.24  -0.04   0.85   0.27   0.01   0.24  -0.12  -0.13   0.19   0.47   0.86
196.0 128.0  0.824   0.75   0.00  -0.15  -0.09  -0.11  -0.11   0.68  -0.07  -0.52  -0.15   0.96   0.22   0.10   1.03  -0.26  -0.05   0.24  -0.07  -0.75   0.65  -0.40   0.13  -0.04   0.89   0.03   0.16   0.11  -0.42  -0.36   0.38   0.25   0.67
196.0 136.0  1.200   1.07   0.20   0.11  -0.46  -0.28  -0.08   0.93  -0.14  -1.66  -0.45   0.41   0.48  -0.24   1.29  -0.57  -0.01   0.15   0.14  -1.15   1.24  -0.81   0.05  -0.06   0.78  -0.36   0.42  -0.39  -0.55  -0.72   0.81  -0.08   0.55
196.0 144.0  1.426   0.78   0.52   1.01  -0.86   1.32   0.14   0.76  -0.16  -2.37  -0.01  -0.09   0.11  -1.52   1.31  -0.81   0.42  -0.10  -0.68  -1.00  -0.06  -0.99  -0.33  -0.06   0.72  -0.12   0.40  -0.78   1.12  -0.28   0.73   0.10   0.20
196.0 152.0  0.961   0.36  -0.13   0.65  -0.59   1.97   0.61   0.09  -0.80  -1.46   0.62  -0.07  -0.10  -1.58   0.38  -0.61  -0.64   0.38  -0.86  -0.68   0.02  -0.43  -0.26  -0.02   0.65   0.58   0.00   0.38   0.90   0.24   0.35   0.53  -0.13
